Content ID,Reaction Type,Content.Type,Content.Category,ReactionTypes.Score
496645a7-64f7-4c56-94f5-a71671cb262e,heart,GIF,dogs,60
496645a7-64f7-4c56-94f5-a71671cb262e,like,GIF,dogs,50
496645a7-64f7-4c56-94f5-a71671cb262e,like,GIF,dogs,50
496645a7-64f7-4c56-94f5-a71671cb262e,want,GIF,dogs,70
496645a7-64f7-4c56-94f5-a71671cb262e,heart,GIF,dogs,60
496645a7-64f7-4c56-94f5-a71671cb262e,super love,GIF,dogs,75
496645a7-64f7-4c56-94f5-a71671cb262e,adore,GIF,dogs,72
496645a7-64f7-4c56-94f5-a71671cb262e,super love,GIF,dogs,75
496645a7-64f7-4c56-94f5-a71671cb262e,hate,GIF,dogs,5
496645a7-64f7-4c56-94f5-a71671cb262e,scared,GIF,dogs,15
496645a7-64f7-4c56-94f5-a71671cb262e,worried,GIF,dogs,12
496645a7-64f7-4c56-94f5-a71671cb262e,scared,GIF,dogs,15
496645a7-64f7-4c56-94f5-a71671cb262e,dislike,GIF,dogs,10
496645a7-64f7-4c56-94f5-a71671cb262e,hate,GIF,dogs,5
496645a7-64f7-4c56-94f5-a71671cb262e,indifferent,GIF,dogs,20
496645a7-64f7-4c56-94f5-a71671cb262e,peeking,GIF,dogs,35
496645a7-64f7-4c56-94f5-a71671cb262e,super love,GIF,dogs,75
496645a7-64f7-4c56-94f5-a71671cb262e,cherish,GIF,dogs,70
496645a7-64f7-4c56-94f5-a71671cb262e,love,GIF,dogs,65
496645a7-64f7-4c56-94f5-a71671cb262e,peeking,GIF,dogs,35
496645a7-64f7-4c56-94f5-a71671cb262e,worried,GIF,dogs,12
496645a7-64f7-4c56-94f5-a71671cb262e,hate,GIF,dogs,5
496645a7-64f7-4c56-94f5-a71671cb262e,peeking,GIF,dogs,35
496645a7-64f7-4c56-94f5-a71671cb262e,like,GIF,dogs,50
496645a7-64f7-4c56-94f5-a71671cb262e,intrigued,GIF,dogs,45
496645a7-64f7-4c56-94f5-a71671cb262e,adore,GIF,dogs,72
496645a7-64f7-4c56-94f5-a71671cb262e,like,GIF,dogs,50
496645a7-64f7-4c56-94f5-a71671cb262e,want,GIF,dogs,70
496645a7-64f7-4c56-94f5-a71671cb262e,super love,GIF,dogs,75
496645a7-64f7-4c56-94f5-a71671cb262e,hate,GIF,dogs,5
496645a7-64f7-4c56-94f5-a71671cb262e,cherish,GIF,dogs,70
496645a7-64f7-4c56-94f5-a71671cb262e,intrigued,GIF,dogs,45
496645a7-64f7-4c56-94f5-a71671cb262e,interested,GIF,dogs,30
496645a7-64f7-4c56-94f5-a71671cb262e,dislike,GIF,dogs,10
496645a7-64f7-4c56-94f5-a71671cb262e,peeking,GIF,dogs,35
496645a7-64f7-4c56-94f5-a71671cb262e,indifferent,GIF,dogs,20
496645a7-64f7-4c56-94f5-a71671cb262e,want,GIF,dogs,70
496645a7-64f7-4c56-94f5-a71671cb262e,want,GIF,dogs,70
496645a7-64f7-4c56-94f5-a71671cb262e,like,GIF,dogs,50
496645a7-64f7-4c56-94f5-a71671cb262e,love,GIF,dogs,65
496645a7-64f7-4c56-94f5-a71671cb262e,disgust,GIF,dogs,0
496645a7-64f7-4c56-94f5-a71671cb262e,adore,GIF,dogs,72
496645a7-64f7-4c56-94f5-a71671cb262e,indifferent,GIF,dogs,20
496645a7-64f7-4c56-94f5-a71671cb262e,adore,GIF,dogs,72
496645a7-64f7-4c56-94f5-a71671cb262e,hate,GIF,dogs,5
d6d4ec49-4210-44de-9f90-c93dfbeed084,peeking,video,tennis,35
d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,video,tennis,72
d6d4ec49-4210-44de-9f90-c93dfbeed084,scared,video,tennis,15
d6d4ec49-4210-44de-9f90-c93dfbeed084,dislike,video,tennis,10
d6d4ec49-4210-44de-9f90-c93dfbeed084,hate,video,tennis,5
d6d4ec49-4210-44de-9f90-c93dfbeed084,love,video,tennis,65
d6d4ec49-4210-44de-9f90-c93dfbeed084,love,video,tennis,65
d6d4ec49-4210-44de-9f90-c93dfbeed084,interested,video,tennis,30
d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,video,tennis,72
d6d4ec49-4210-44de-9f90-c93dfbeed084,interested,video,tennis,30
d6d4ec49-4210-44de-9f90-c93dfbeed084,hate,video,tennis,5
d6d4ec49-4210-44de-9f90-c93dfbeed084,worried,video,tennis,12
d6d4ec49-4210-44de-9f90-c93dfbeed084,like,video,tennis,50
d6d4ec49-4210-44de-9f90-c93dfbeed084,want,video,tennis,70
d6d4ec49-4210-44de-9f90-c93dfbeed084,love,video,tennis,65
d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,video,tennis,72
d6d4ec49-4210-44de-9f90-c93dfbeed084,super love,video,tennis,75
d6d4ec49-4210-44de-9f90-c93dfbeed084,love,video,tennis,65
d6d4ec49-4210-44de-9f90-c93dfbeed084,indifferent,video,tennis,20
d6d4ec49-4210-44de-9f90-c93dfbeed084,intrigued,video,tennis,45
d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,video,tennis,72
d6d4ec49-4210-44de-9f90-c93dfbeed084,dislike,video,tennis,10
d6d4ec49-4210-44de-9f90-c93dfbeed084,peeking,video,tennis,35
d6d4ec49-4210-44de-9f90-c93dfbeed084,indifferent,video,tennis,20
d6d4ec49-4210-44de-9f90-c93dfbeed084,scared,video,tennis,15
d6d4ec49-4210-44de-9f90-c93dfbeed084,heart,video,tennis,60
d6d4ec49-4210-44de-9f90-c93dfbeed084,scared,video,tennis,15
d6d4ec49-4210-44de-9f90-c93dfbeed084,heart,video,tennis,60
d6d4ec49-4210-44de-9f90-c93dfbeed084,hate,video,tennis,5
d6d4ec49-4210-44de-9f90-c93dfbeed084,disgust,video,tennis,0
d6d4ec49-4210-44de-9f90-c93dfbeed084,love,video,tennis,65
229d5bad-c1e4-439c-8978-0efdcdfea4d1,peeking,audio,Food,35
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,audio,Food,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,adore,audio,Food,72
229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,Food,0
229d5bad-c1e4-439c-8978-0efdcdfea4d1,cherish,audio,Food,70
229d5bad-c1e4-439c-8978-0efdcdfea4d1,indifferent,audio,Food,20
229d5bad-c1e4-439c-8978-0efdcdfea4d1,cherish,audio,Food,70
229d5bad-c1e4-439c-8978-0efdcdfea4d1,interested,audio,Food,30
229d5bad-c1e4-439c-8978-0efdcdfea4d1,heart,audio,Food,60
229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,Food,12
229d5bad-c1e4-439c-8978-0efdcdfea4d1,interested,audio,Food,30
229d5bad-c1e4-439c-8978-0efdcdfea4d1,want,audio,Food,70
229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,Food,0
229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,audio,Food,10
229d5bad-c1e4-439c-8978-0efdcdfea4d1,hate,audio,Food,5
229d5bad-c1e4-439c-8978-0efdcdfea4d1,cherish,audio,Food,70
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,audio,Food,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,Food,12
229d5bad-c1e4-439c-8978-0efdcdfea4d1,peeking,audio,Food,35
229d5bad-c1e4-439c-8978-0efdcdfea4d1,scared,audio,Food,15
229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,Food,12
229d5bad-c1e4-439c-8978-0efdcdfea4d1,heart,audio,Food,60
229d5bad-c1e4-439c-8978-0efdcdfea4d1,love,audio,Food,65
229d5bad-c1e4-439c-8978-0efdcdfea4d1,cherish,audio,Food,70
229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,Food,0
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,audio,Food,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,scared,audio,Food,15
229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,audio,Food,10
229d5bad-c1e4-439c-8978-0efdcdfea4d1,heart,audio,Food,60
229d5bad-c1e4-439c-8978-0efdcdfea4d1,adore,audio,Food,72
229d5bad-c1e4-439c-8978-0efdcdfea4d1,peeking,audio,Food,35
229d5bad-c1e4-439c-8978-0efdcdfea4d1,indifferent,audio,Food,20
229d5bad-c1e4-439c-8978-0efdcdfea4d1,heart,audio,Food,60
229d5bad-c1e4-439c-8978-0efdcdfea4d1,love,audio,Food,65
229d5bad-c1e4-439c-8978-0efdcdfea4d1,super love,audio,Food,75
229d5bad-c1e4-439c-8978-0efdcdfea4d1,interested,audio,Food,30
229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,audio,Food,0
229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,audio,Food,10
229d5bad-c1e4-439c-8978-0efdcdfea4d1,interested,audio,Food,30
229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,Food,12
229d5bad-c1e4-439c-8978-0efdcdfea4d1,dislike,audio,Food,10
80d4bec9-6441-41a2-be74-0eec3e5317ef,interested,video,tennis,30
80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,video,tennis,72
80d4bec9-6441-41a2-be74-0eec3e5317ef,want,video,tennis,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,video,tennis,10
80d4bec9-6441-41a2-be74-0eec3e5317ef,like,video,tennis,50
80d4bec9-6441-41a2-be74-0eec3e5317ef,hate,video,tennis,5
80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,video,tennis,10
80d4bec9-6441-41a2-be74-0eec3e5317ef,indifferent,video,tennis,20
80d4bec9-6441-41a2-be74-0eec3e5317ef,intrigued,video,tennis,45
80d4bec9-6441-41a2-be74-0eec3e5317ef,like,video,tennis,50
80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,12
80d4bec9-6441-41a2-be74-0eec3e5317ef,interested,video,tennis,30
80d4bec9-6441-41a2-be74-0eec3e5317ef,want,video,tennis,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,video,tennis,10
80d4bec9-6441-41a2-be74-0eec3e5317ef,heart,video,tennis,60
80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,video,tennis,0
80d4bec9-6441-41a2-be74-0eec3e5317ef,peeking,video,tennis,35
80d4bec9-6441-41a2-be74-0eec3e5317ef,heart,video,tennis,60
80d4bec9-6441-41a2-be74-0eec3e5317ef,like,video,tennis,50
80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,12
80d4bec9-6441-41a2-be74-0eec3e5317ef,indifferent,video,tennis,20
80d4bec9-6441-41a2-be74-0eec3e5317ef,scared,video,tennis,15
80d4bec9-6441-41a2-be74-0eec3e5317ef,indifferent,video,tennis,20
80d4bec9-6441-41a2-be74-0eec3e5317ef,cherish,video,tennis,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,cherish,video,tennis,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,video,tennis,72
80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,video,tennis,72
80d4bec9-6441-41a2-be74-0eec3e5317ef,want,video,tennis,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,video,tennis,72
80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,video,tennis,0
80d4bec9-6441-41a2-be74-0eec3e5317ef,heart,video,tennis,60
80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,video,tennis,10
80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,video,tennis,10
80d4bec9-6441-41a2-be74-0eec3e5317ef,interested,video,tennis,30
80d4bec9-6441-41a2-be74-0eec3e5317ef,like,video,tennis,50
80d4bec9-6441-41a2-be74-0eec3e5317ef,love,video,tennis,65
80d4bec9-6441-41a2-be74-0eec3e5317ef,heart,video,tennis,60
80d4bec9-6441-41a2-be74-0eec3e5317ef,intrigued,video,tennis,45
80d4bec9-6441-41a2-be74-0eec3e5317ef,scared,video,tennis,15
80d4bec9-6441-41a2-be74-0eec3e5317ef,want,video,tennis,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,love,video,tennis,65
80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,12
80d4bec9-6441-41a2-be74-0eec3e5317ef,super love,video,tennis,75
80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,12
80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,video,tennis,0
80d4bec9-6441-41a2-be74-0eec3e5317ef,cherish,video,tennis,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,dislike,video,tennis,10
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,GIF,science,0
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,want,GIF,science,70
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,indifferent,GIF,science,20
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,love,GIF,science,65
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,love,GIF,science,65
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,hate,GIF,science,5
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,dislike,GIF,science,10
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,GIF,science,0
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,intrigued,GIF,science,45
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,scared,GIF,science,15
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,interested,GIF,science,30
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,like,GIF,science,50
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,worried,GIF,science,12
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,worried,GIF,science,12
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,scared,GIF,science,15
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,like,GIF,science,50
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,indifferent,GIF,science,20
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,interested,GIF,science,30
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,dislike,GIF,science,10
457d54ed-e0bf-4574-80e3-561c1bbc4d3e,intrigued,GIF,science,45
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,hate,audio,cooking,5
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,love,audio,cooking,65
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,love,audio,cooking,65
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,love,audio,cooking,65
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,scared,audio,cooking,15
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,want,audio,cooking,70
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,intrigued,audio,cooking,45
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,interested,audio,cooking,30
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,scared,audio,cooking,15
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,scared,audio,cooking,15
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,dislike,audio,cooking,10
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,worried,audio,cooking,12
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,adore,audio,cooking,72
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,indifferent,audio,cooking,20
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,want,audio,cooking,70
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,super love,audio,cooking,75
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,intrigued,audio,cooking,45
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,interested,audio,cooking,30
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,adore,audio,cooking,72
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,like,audio,cooking,50
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,like,audio,cooking,50
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,scared,audio,cooking,15
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,heart,audio,cooking,60
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,interested,audio,cooking,30
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,audio,cooking,0
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,audio,cooking,0
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,heart,audio,cooking,60
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,love,audio,cooking,65
ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,0
ff883828-a610-492d-8635-8a777eaad25f,love,photo,education,65
ff883828-a610-492d-8635-8a777eaad25f,want,photo,education,70
ff883828-a610-492d-8635-8a777eaad25f,hate,photo,education,5
ff883828-a610-492d-8635-8a777eaad25f,indifferent,photo,education,20
ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,12
ff883828-a610-492d-8635-8a777eaad25f,cherish,photo,education,70
ff883828-a610-492d-8635-8a777eaad25f,hate,photo,education,5
ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,0
ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,0
ff883828-a610-492d-8635-8a777eaad25f,heart,photo,education,60
ff883828-a610-492d-8635-8a777eaad25f,indifferent,photo,education,20
ff883828-a610-492d-8635-8a777eaad25f,super love,photo,education,75
ff883828-a610-492d-8635-8a777eaad25f,heart,photo,education,60
ff883828-a610-492d-8635-8a777eaad25f,intrigued,photo,education,45
ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,0
ff883828-a610-492d-8635-8a777eaad25f,hate,photo,education,5
ff883828-a610-492d-8635-8a777eaad25f,adore,photo,education,72
ff883828-a610-492d-8635-8a777eaad25f,intrigued,photo,education,45
ff883828-a610-492d-8635-8a777eaad25f,peeking,photo,education,35
ff883828-a610-492d-8635-8a777eaad25f,love,photo,education,65
ff883828-a610-492d-8635-8a777eaad25f,love,photo,education,65
ff883828-a610-492d-8635-8a777eaad25f,indifferent,photo,education,20
ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,12
ff883828-a610-492d-8635-8a777eaad25f,peeking,photo,education,35
ff883828-a610-492d-8635-8a777eaad25f,peeking,photo,education,35
ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,12
ff883828-a610-492d-8635-8a777eaad25f,love,photo,education,65
ff883828-a610-492d-8635-8a777eaad25f,like,photo,education,50
ff883828-a610-492d-8635-8a777eaad25f,want,photo,education,70
ff883828-a610-492d-8635-8a777eaad25f,scared,photo,education,15
ff883828-a610-492d-8635-8a777eaad25f,peeking,photo,education,35
ff883828-a610-492d-8635-8a777eaad25f,adore,photo,education,72
ff883828-a610-492d-8635-8a777eaad25f,indifferent,photo,education,20
ff883828-a610-492d-8635-8a777eaad25f,peeking,photo,education,35
ff883828-a610-492d-8635-8a777eaad25f,dislike,photo,education,10
ff883828-a610-492d-8635-8a777eaad25f,love,photo,education,65
ff883828-a610-492d-8635-8a777eaad25f,heart,photo,education,60
ff883828-a610-492d-8635-8a777eaad25f,dislike,photo,education,10
ff883828-a610-492d-8635-8a777eaad25f,peeking,photo,education,35
ff883828-a610-492d-8635-8a777eaad25f,scared,photo,education,15
ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,12
ff883828-a610-492d-8635-8a777eaad25f,cherish,photo,education,70
ff883828-a610-492d-8635-8a777eaad25f,cherish,photo,education,70
ff883828-a610-492d-8635-8a777eaad25f,disgust,photo,education,0
ff883828-a610-492d-8635-8a777eaad25f,cherish,photo,education,70
ff883828-a610-492d-8635-8a777eaad25f,love,photo,education,65
ff883828-a610-492d-8635-8a777eaad25f,like,photo,education,50
48a824bf-e495-4333-8acf-c800947ec2cd,super love,audio,Soccer,75
48a824bf-e495-4333-8acf-c800947ec2cd,peeking,audio,Soccer,35
48a824bf-e495-4333-8acf-c800947ec2cd,super love,audio,Soccer,75
48a824bf-e495-4333-8acf-c800947ec2cd,cherish,audio,Soccer,70
48a824bf-e495-4333-8acf-c800947ec2cd,disgust,audio,Soccer,0
48a824bf-e495-4333-8acf-c800947ec2cd,love,audio,Soccer,65
48a824bf-e495-4333-8acf-c800947ec2cd,intrigued,audio,Soccer,45
48a824bf-e495-4333-8acf-c800947ec2cd,want,audio,Soccer,70
48a824bf-e495-4333-8acf-c800947ec2cd,indifferent,audio,Soccer,20
48a824bf-e495-4333-8acf-c800947ec2cd,like,audio,Soccer,50
48a824bf-e495-4333-8acf-c800947ec2cd,cherish,audio,Soccer,70
48a824bf-e495-4333-8acf-c800947ec2cd,intrigued,audio,Soccer,45
48a824bf-e495-4333-8acf-c800947ec2cd,like,audio,Soccer,50
48a824bf-e495-4333-8acf-c800947ec2cd,interested,audio,Soccer,30
48a824bf-e495-4333-8acf-c800947ec2cd,cherish,audio,Soccer,70
48a824bf-e495-4333-8acf-c800947ec2cd,super love,audio,Soccer,75
48a824bf-e495-4333-8acf-c800947ec2cd,interested,audio,Soccer,30
48a824bf-e495-4333-8acf-c800947ec2cd,hate,audio,Soccer,5
48a824bf-e495-4333-8acf-c800947ec2cd,adore,audio,Soccer,72
48a824bf-e495-4333-8acf-c800947ec2cd,hate,audio,Soccer,5
48a824bf-e495-4333-8acf-c800947ec2cd,want,audio,Soccer,70
48a824bf-e495-4333-8acf-c800947ec2cd,indifferent,audio,Soccer,20
48a824bf-e495-4333-8acf-c800947ec2cd,scared,audio,Soccer,15
48a824bf-e495-4333-8acf-c800947ec2cd,hate,audio,Soccer,5
48a824bf-e495-4333-8acf-c800947ec2cd,cherish,audio,Soccer,70
48a824bf-e495-4333-8acf-c800947ec2cd,like,audio,Soccer,50
48a824bf-e495-4333-8acf-c800947ec2cd,worried,audio,Soccer,12
48a824bf-e495-4333-8acf-c800947ec2cd,peeking,audio,Soccer,35
48a824bf-e495-4333-8acf-c800947ec2cd,disgust,audio,Soccer,0
48a824bf-e495-4333-8acf-c800947ec2cd,cherish,audio,Soccer,70
48a824bf-e495-4333-8acf-c800947ec2cd,worried,audio,Soccer,12
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,intrigued,GIF,Food,45
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,heart,GIF,Food,60
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,disgust,GIF,Food,0
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,indifferent,GIF,Food,20
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,heart,GIF,Food,60
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,dislike,GIF,Food,10
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,intrigued,GIF,Food,45
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,GIF,Food,75
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,interested,GIF,Food,30
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,cherish,GIF,Food,70
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,want,GIF,Food,70
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,worried,GIF,Food,12
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,heart,GIF,Food,60
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,want,GIF,Food,70
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,GIF,Food,75
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,scared,GIF,Food,15
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,super love,GIF,Food,75
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,cherish,GIF,Food,70
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,cherish,GIF,Food,70
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,scared,GIF,Food,15
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,worried,GIF,Food,12
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,peeking,GIF,Food,35
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,cherish,GIF,Food,70
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,like,GIF,Food,50
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,hate,GIF,Food,5
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,want,GIF,Food,70
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,dislike,GIF,Food,10
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,scared,GIF,Food,15
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,like,GIF,Food,50
2019333d-2b9c-4a22-904c-d1f1aa9c68bb,heart,GIF,Food,60
88d65e30-7ca0-4f32-a020-45c4cb3d9632,cherish,audio,Travel,70
88d65e30-7ca0-4f32-a020-45c4cb3d9632,heart,audio,Travel,60
88d65e30-7ca0-4f32-a020-45c4cb3d9632,interested,audio,Travel,30
88d65e30-7ca0-4f32-a020-45c4cb3d9632,want,audio,Travel,70
88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,Travel,12
88d65e30-7ca0-4f32-a020-45c4cb3d9632,intrigued,audio,Travel,45
88d65e30-7ca0-4f32-a020-45c4cb3d9632,peeking,audio,Travel,35
88d65e30-7ca0-4f32-a020-45c4cb3d9632,peeking,audio,Travel,35
88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,Travel,12
88d65e30-7ca0-4f32-a020-45c4cb3d9632,love,audio,Travel,65
88d65e30-7ca0-4f32-a020-45c4cb3d9632,heart,audio,Travel,60
88d65e30-7ca0-4f32-a020-45c4cb3d9632,cherish,audio,Travel,70
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,audio,Travel,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,intrigued,audio,Travel,45
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,audio,Travel,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,Travel,12
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,audio,Travel,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,want,audio,Travel,70
88d65e30-7ca0-4f32-a020-45c4cb3d9632,dislike,audio,Travel,10
88d65e30-7ca0-4f32-a020-45c4cb3d9632,intrigued,audio,Travel,45
88d65e30-7ca0-4f32-a020-45c4cb3d9632,like,audio,Travel,50
88d65e30-7ca0-4f32-a020-45c4cb3d9632,indifferent,audio,Travel,20
88d65e30-7ca0-4f32-a020-45c4cb3d9632,interested,audio,Travel,30
88d65e30-7ca0-4f32-a020-45c4cb3d9632,want,audio,Travel,70
88d65e30-7ca0-4f32-a020-45c4cb3d9632,love,audio,Travel,65
88d65e30-7ca0-4f32-a020-45c4cb3d9632,heart,audio,Travel,60
88d65e30-7ca0-4f32-a020-45c4cb3d9632,want,audio,Travel,70
88d65e30-7ca0-4f32-a020-45c4cb3d9632,indifferent,audio,Travel,20
88d65e30-7ca0-4f32-a020-45c4cb3d9632,scared,audio,Travel,15
88d65e30-7ca0-4f32-a020-45c4cb3d9632,adore,audio,Travel,72
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,audio,Travel,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,cherish,audio,Travel,70
88d65e30-7ca0-4f32-a020-45c4cb3d9632,hate,audio,Travel,5
88d65e30-7ca0-4f32-a020-45c4cb3d9632,like,audio,Travel,50
88d65e30-7ca0-4f32-a020-45c4cb3d9632,indifferent,audio,Travel,20
88d65e30-7ca0-4f32-a020-45c4cb3d9632,adore,audio,Travel,72
88d65e30-7ca0-4f32-a020-45c4cb3d9632,interested,audio,Travel,30
88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,Travel,12
88d65e30-7ca0-4f32-a020-45c4cb3d9632,super love,audio,Travel,75
88d65e30-7ca0-4f32-a020-45c4cb3d9632,dislike,audio,Travel,10
